"track_id","race_date","race","program_number","horse_id","finishing_place"
"AQU",2019-04-18,2,"1",208,5
"AQU",2019-04-18,3,"1A",472,1
"AQU",2019-04-18,3,"3",1286,2
"AQU",2019-04-18,3,"6",560,3
"AQU",2019-04-18,3,"4",1509,4
"AQU",2019-04-18,3,"5",1510,5
"AQU",2019-04-18,3,"2",868,6
"AQU",2019-04-18,4,"2",1366,1
"AQU",2019-04-18,4,"1",207,2
"AQU",2019-04-18,4,"3",810,3
"AQU",2019-04-18,4,"4",1011,4
"AQU",2019-04-18,4,"6",253,5
"AQU",2019-04-18,4,"5",758,6
"AQU",2019-04-18,5,"2",1511,1
"AQU",2019-04-18,5,"6",1512,2
"AQU",2019-04-18,5,"3",1513,3
"AQU",2019-04-18,5,"7",1514,4
"AQU",2019-04-18,5,"8",974,5
"AQU",2019-04-18,5,"5",753,6
"AQU",2019-04-18,5,"1",1032,7
"AQU",2019-04-18,5,"4",941,8
"AQU",2019-04-18,6,"10",1515,1
"AQU",2019-04-18,6,"9",1516,2
"AQU",2019-04-18,6,"4",1517,3
"AQU",2019-04-18,6,"5",1518,4
"AQU",2019-04-18,6,"2",1519,5
"AQU",2019-04-18,6,"6",1520,6
"AQU",2019-04-18,6,"8",1521,7
"AQU",2019-04-18,6,"7",990,8
"AQU",2019-04-18,7,"4",157,1
"AQU",2019-04-18,7,"5",721,2
"AQU",2019-04-18,7,"6",1522,3
"AQU",2019-04-18,7,"1",586,4
"AQU",2019-04-18,7,"2",142,5
"AQU",2019-04-18,8,"7",866,1
"AQU",2019-04-18,8,"2",1223,2
"AQU",2019-04-18,8,"8",297,3
"AQU",2019-04-18,8,"4",1048,4
"AQU",2019-04-18,8,"1",407,5
"AQU",2019-04-18,8,"3",1181,6
"AQU",2019-04-18,9,"1",1125,1
"AQU",2019-04-18,9,"6",1126,2
"AQU",2019-04-18,9,"8",662,3
"AQU",2019-04-18,9,"9",992,4
"AQU",2019-04-18,9,"10",1523,5
"AQU",2019-04-18,9,"2",1524,6
"AQU",2019-04-18,9,"7",991,7
"AQU",2019-04-18,9,"5",7,8
"AQU",2019-04-18,9,"11",660,9
"AQU",2019-04-19,1,"4",1525,1
"AQU",2019-04-19,1,"5",1526,2
"AQU",2019-04-19,1,"1",1527,3
"AQU",2019-04-19,1,"3",1528,4
"AQU",2019-04-19,1,"1A",1529,5
"AQU",2019-04-19,1,"2",1530,6
"AQU",2019-04-19,2,"4",606,1
"AQU",2019-04-19,2,"5",1244,2
"AQU",2019-04-19,2,"1",612,3
"AQU",2019-04-19,2,"3",610,4
"AQU",2019-04-19,2,"2",1267,5
"AQU",2019-04-19,3,"4",1531,1
"AQU",2019-04-19,3,"2",1532,2
"AQU",2019-04-19,3,"3",1533,3
"AQU",2019-04-19,3,"6",1534,4
"AQU",2019-04-19,3,"1",1535,5
"AQU",2019-04-19,4,"7",42,1
"AQU",2019-04-19,4,"1",749,2
"AQU",2019-04-19,4,"4",481,3
"AQU",2019-04-19,4,"6",1536,4
"AQU",2019-04-19,4,"3",1537,5
"AQU",2019-04-19,4,"2",320,6
"AQU",2019-04-19,4,"5",593,7
"AQU",2019-04-19,5,"3",1538,1
"AQU",2019-04-19,5,"4",1539,2
"AQU",2019-04-19,5,"1",1540,3
"AQU",2019-04-19,5,"12",1541,4
"AQU",2019-04-19,5,"11",1542,5
"AQU",2019-04-19,5,"6",228,6
"AQU",2019-04-19,5,"9",1000,7
"AQU",2019-04-19,5,"2",1543,8
"AQU",2019-04-19,5,"10",949,9
"AQU",2019-04-19,5,"7",776,10
"AQU",2019-04-19,5,"8",550,11
"AQU",2019-04-19,5,"5",608,12
"AQU",2019-04-19,6,"2",97,1
"AQU",2019-04-19,6,"6",295,2
"AQU",2019-04-19,6,"3",712,3
"AQU",2019-04-19,6,"4",1544,4
"AQU",2019-04-19,6,"7",1112,5
"AQU",2019-04-19,6,"1",462,6
"AQU",2019-04-19,6,"5",1545,7
"AQU",2019-04-19,7,"7",1546,1
"AQU",2019-04-19,7,"2",1547,2
"AQU",2019-04-19,7,"9",160,3
"AQU",2019-04-19,7,"8",1548,4
"AQU",2019-04-19,7,"5",1549,5
"AQU",2019-04-19,7,"3",391,6
"AQU",2019-04-19,8,"5",883,1
"AQU",2019-04-19,8,"6",425,2
"AQU",2019-04-19,8,"3",448,3
"AQU",2019-04-19,8,"2",644,4
"AQU",2019-04-19,8,"7",566,5
"AQU",2019-04-19,8,"8",882,6
"AQU",2019-04-19,8,"4",1075,7
"AQU",2019-04-19,9,"5",858,1
"AQU",2019-04-19,9,"8",1550,2
"AQU",2019-04-19,9,"9",1551,3
"AQU",2019-04-19,9,"3",234,4
"AQU",2019-04-19,9,"11",1552,5
"AQU",2019-04-19,9,"4",1553,6
"AQU",2019-04-19,9,"12",1554,7
"AQU",2019-04-19,9,"1",1555,8
"AQU",2019-04-19,9,"10",980,9
"AQU",2019-04-19,9,"7",978,10
"AQU",2019-04-20,1,"1",672,1
"AQU",2019-04-20,1,"4",1556,2
"AQU",2019-04-20,1,"2",768,3
"AQU",2019-04-20,1,"5",143,4
"AQU",2019-04-20,1,"3",1557,5
"AQU",2019-04-20,2,"5",1558,1
"AQU",2019-04-20,2,"1",1078,2
"AQU",2019-04-20,2,"2",1413,3
"AQU",2019-04-20,2,"4",884,4
"AQU",2019-04-20,2,"3",1225,5
"AQU",2019-04-20,2,"6",1559,6
"AQU",2019-04-20,3,"7",412,1
"AQU",2019-04-20,3,"6",237,2
"AQU",2019-04-20,3,"1",984,3
"AQU",2019-04-20,3,"5",238,4
"AQU",2019-04-20,3,"2",1560,5
"AQU",2019-04-20,3,"4",172,6
"AQU",2019-04-20,4,"2",488,1
"AQU",2019-04-20,4,"1",913,2
"AQU",2019-04-20,4,"3",1008,3
"AQU",2019-04-20,4,"6",515,4
"AQU",2019-04-20,4,"4",551,5
"AQU",2019-04-20,4,"7",205,6
"AQU",2019-04-20,4,"5",947,7
"AQU",2019-04-20,5,"4",1561,1
"AQU",2019-04-20,5,"1",1130,2
"AQU",2019-04-20,5,"6",1562,3
"AQU",2019-04-20,5,"5",684,4
"AQU",2019-04-20,5,"2",1563,5
"AQU",2019-04-20,6,"4",1564,1
"AQU",2019-04-20,6,"3",1565,2
"AQU",2019-04-20,6,"6",1566,3
"AQU",2019-04-20,6,"8",1567,4
"AQU",2019-04-20,6,"5",49,5
"AQU",2019-04-20,7,"9",1568,1
"AQU",2019-04-20,7,"4",956,2
"AQU",2019-04-20,7,"1",1569,3
"AQU",2019-04-20,7,"6",236,4
"AQU",2019-04-20,7,"5",1077,5
"AQU",2019-04-20,8,"5",1438,1
"AQU",2019-04-20,8,"6",819,2
"AQU",2019-04-20,8,"9",1570,3
"AQU",2019-04-20,8,"7",832,4
"AQU",2019-04-20,8,"3",1026,5
"AQU",2019-04-20,8,"1",1305,6
"AQU",2019-04-20,8,"4",834,7
"AQU",2019-04-20,8,"8",825,8
"AQU",2019-04-20,8,"2",1195,9
"AQU",2019-04-20,9,"5",431,1
"AQU",2019-04-20,9,"8",424,2
"AQU",2019-04-20,9,"11",426,3
"AQU",2019-04-20,9,"2",145,4
"AQU",2019-04-20,9,"4",1571,5
"AQU",2019-04-20,9,"7",564,6
"AQU",2019-04-20,9,"10",1069,7
"AQU",2019-04-20,9,"3",894,8
"AQU",2019-04-20,9,"1",863,9
"AQU",2019-11-01,1,"5",281,1
"AQU",2019-11-01,1,"4",1572,2
"AQU",2019-11-01,1,"7",570,3
"AQU",2019-11-01,1,"6",1442,4
"AQU",2019-11-01,1,"2",1573,5
"AQU",2019-11-01,1,"1",15,6
"AQU",2019-11-01,1,"3",495,7
"AQU",2019-11-01,2,"14",1574,1
"AQU",2019-11-01,2,"7",1575,2
"AQU",2019-11-01,2,"10",1576,3
"AQU",2019-11-01,2,"1",1577,4
"AQU",2019-11-01,2,"13",1578,5
"AQU",2019-11-01,2,"8",1579,6
"AQU",2019-11-01,2,"6",1580,7
"AQU",2019-11-01,2,"12",1581,8
"AQU",2019-11-01,2,"9",1582,9
"AQU",2019-11-01,2,"3",1583,10
"AQU",2019-11-01,2,"11",1584,11
"AQU",2019-11-01,2,"4",1585,12
"AQU",2019-11-01,3,"3",833,1
"AQU",2019-11-01,3,"1",1586,2
"AQU",2019-11-01,3,"6",114,3
"AQU",2019-11-01,3,"2",83,4
"AQU",2019-11-01,3,"4",1587,5
"AQU",2019-11-01,3,"5",947,6
"AQU",2019-11-01,4,"14",1588,1
"AQU",2019-11-01,4,"6",1589,2
"AQU",2019-11-01,4,"4",1590,3
"AQU",2019-11-01,4,"16",1591,4
"AQU",2019-11-01,4,"11",1592,5
"AQU",2019-11-01,4,"2",198,6
"AQU",2019-11-01,4,"9",1209,7
"AQU",2019-11-01,4,"15",402,8
"AQU",2019-11-01,5,"5",137,1
"AQU",2019-11-01,5,"4",592,2
"AQU",2019-11-01,5,"6",622,3
"AQU",2019-11-01,5,"1",1593,4
"AQU",2019-11-01,5,"3",549,5
"AQU",2019-11-01,5,"7",650,6
"AQU",2019-11-01,6,"8",1594,1
"AQU",2019-11-01,6,"15",1595,2
"AQU",2019-11-01,6,"7",1596,3
"AQU",2019-11-01,6,"4",1597,4
"AQU",2019-11-01,6,"3",1598,5
"AQU",2019-11-01,6,"1A",1599,6
"AQU",2019-11-01,6,"5",1600,7
"AQU",2019-11-01,7,"6",1601,1
"AQU",2019-11-01,7,"3",1602,2
"AQU",2019-11-01,7,"5",1603,3
"AQU",2019-11-01,7,"1",1604,4
"AQU",2019-11-01,7,"7",1605,5
"AQU",2019-11-01,7,"4",506,6
"AQU",2019-11-01,8,"4",1606,1
"AQU",2019-11-01,8,"8",1607,2
"AQU",2019-11-01,8,"10",1608,3
"AQU",2019-11-01,8,"5",1609,4
"AQU",2019-11-01,8,"6",1090,5
"AQU",2019-11-01,9,"5",1610,1
"AQU",2019-11-01,9,"3",1611,2
"AQU",2019-11-01,9,"2",1612,3
"AQU",2019-11-01,9,"1",1613,4
"AQU",2019-11-01,9,"4",1614,5
"AQU",2019-11-01,9,"6",1615,6
"AQU",2019-11-01,10,"8",1616,1
"AQU",2019-11-01,10,"9",280,2
"AQU",2019-11-01,10,"4",1440,3
"AQU",2019-11-01,10,"5",1617,4
"AQU",2019-11-01,10,"10",1618,5
"AQU",2019-11-01,10,"2",1619,6
"AQU",2019-11-01,10,"1",1620,7
"AQU",2019-11-01,10,"7",1370,8
"AQU",2019-11-01,10,"3",1621,9
"AQU",2019-11-01,10,"6",1622,10
"AQU",2019-11-02,1,"2",1246,1
"AQU",2019-11-02,1,"1",922,2
"AQU",2019-11-02,1,"4",480,3
"AQU",2019-11-02,1,"6",1623,4
"AQU",2019-11-02,1,"5",1624,5
"AQU",2019-11-02,1,"3",516,6
"AQU",2019-11-02,2,"7",1625,1
"AQU",2019-11-02,2,"6",1626,2
"AQU",2019-11-02,2,"8",1627,3
"AQU",2019-11-02,2,"9",1628,4
"AQU",2019-11-02,2,"1",1629,5
"AQU",2019-11-02,2,"4",1630,6
"AQU",2019-11-02,2,"3",1631,7
"AQU",2019-11-02,2,"2",1632,8
"AQU",2019-11-02,2,"10",1633,9
"AQU",2019-11-02,2,"5",1634,10
"AQU",2019-11-02,3,"5",1635,1
"AQU",2019-11-02,3,"1",1636,2
"AQU",2019-11-02,3,"8",1637,3
"AQU",2019-11-02,3,"3",1310,4
"AQU",2019-11-02,3,"6",1638,5
"AQU",2019-11-02,3,"4",1639,6
"AQU",2019-11-02,3,"11",887,7
"AQU",2019-11-02,4,"4",647,1
"AQU",2019-11-02,4,"3",566,2
"AQU",2019-11-02,4,"7",122,3
"AQU",2019-11-02,4,"6",883,4
"AQU",2019-11-02,4,"1",1640,5
"AQU",2019-11-02,4,"2",1264,6
"AQU",2019-11-02,5,"1",1641,1
"AQU",2019-11-02,5,"8",1642,2
"AQU",2019-11-02,5,"4",340,3
"AQU",2019-11-02,5,"9",288,4
"AQU",2019-11-02,5,"3",96,5
"AQU",2019-11-02,5,"2",1643,6
"AQU",2019-11-02,5,"6",792,7
"AQU",2019-11-02,5,"7",769,8
"AQU",2019-11-02,5,"5",1644,9
"AQU",2019-11-02,6,"4",1645,1
"AQU",2019-11-02,6,"3",1646,2
"AQU",2019-11-02,6,"8",1647,3
"AQU",2019-11-02,6,"9",1648,4
"AQU",2019-11-02,6,"7",1649,5
"AQU",2019-11-02,6,"2",1650,6
"AQU",2019-11-02,6,"1",1651,7
"AQU",2019-11-02,6,"5",1652,8
"AQU",2019-11-02,6,"6",1653,9
"AQU",2019-11-02,6,"10",1654,10
"AQU",2019-11-02,7,"4",1655,1
"AQU",2019-11-02,7,"5",1354,2
"AQU",2019-11-02,7,"6",221,3
"AQU",2019-11-02,7,"3",1066,4
"AQU",2019-11-02,7,"1",866,5
"AQU",2019-11-02,7,"7",328,6
"AQU",2019-11-02,8,"8",1334,1
"AQU",2019-11-02,8,"10",1656,2
"AQU",2019-11-02,8,"1",1657,3
"AQU",2019-11-02,8,"7",381,4
"AQU",2019-11-02,8,"5",976,5
"AQU",2019-11-02,8,"3",5,6
"AQU",2019-11-02,8,"4",1198,7
"AQU",2019-11-02,8,"9",984,8
"AQU",2019-11-02,8,"6",1658,9
"AQU",2019-11-02,8,"2",1224,10
"AQU",2019-11-02,9,"6",1659,1
"AQU",2019-11-02,9,"1",1447,2
"AQU",2019-11-02,9,"5",1660,3
"AQU",2019-11-02,9,"9",1661,4
"AQU",2019-11-02,9,"7",1662,5
"AQU",2019-11-02,9,"8",1663,6
"AQU",2019-11-02,9,"2",1664,7
"AQU",2019-11-02,9,"3",2,8
"AQU",2019-11-02,9,"4",1665,9
"AQU",2019-11-02,10,"9",1666,1
"AQU",2019-11-02,10,"5",1667,2
"AQU",2019-11-02,10,"4",1668,3
"AQU",2019-11-02,10,"6",1669,4
"AQU",2019-11-02,10,"7",1670,5
"AQU",2019-11-02,10,"8",1671,6
"AQU",2019-11-02,10,"12",1672,7
"AQU",2019-11-02,10,"11",1673,8
"AQU",2019-11-02,10,"10",1674,9
"AQU",2019-11-02,10,"1",1675,10
"AQU",2019-11-02,10,"3",1676,11
"AQU",2019-11-03,1,"5",1677,1
"AQU",2019-11-03,1,"4",1678,2
"AQU",2019-11-03,1,"2",1679,3
"AQU",2019-11-03,1,"3",1680,4
"AQU",2019-11-03,1,"1",1681,5
"AQU",2019-11-03,1,"6",1682,6
"AQU",2019-11-03,2,"1",1683,1
"AQU",2019-11-03,2,"10",1684,2
"AQU",2019-11-03,2,"9",1685,3
"AQU",2019-11-03,2,"8",1686,4
"AQU",2019-11-03,2,"5",1687,5
"AQU",2019-11-03,2,"6",1474,6
"AQU",2019-11-03,2,"2",1688,7
"AQU",2019-11-03,2,"7",1207,8
"AQU",2019-11-03,2,"3",175,9
"AQU",2019-11-03,3,"7",738,1
"AQU",2019-11-03,3,"8",737,2
"AQU",2019-11-03,3,"4",446,3
"AQU",2019-11-03,3,"6",1689,4
"AQU",2019-11-03,3,"1",1690,5
"AQU",2019-11-03,3,"2",370,6
"AQU",2019-11-03,4,"1",1691,1
"AQU",2019-11-03,4,"6",1692,2
"AQU",2019-11-03,4,"7",73,3
"AQU",2019-11-03,4,"8",1693,4
"AQU",2019-11-03,4,"3",1694,5
"AQU",2019-11-03,4,"9",1695,6
"AQU",2019-11-03,4,"5",1696,7
"AQU",2019-11-03,4,"2",1697,8
"AQU",2019-11-03,4,"4",665,9
"AQU",2019-11-03,5,"6",1698,1
"AQU",2019-11-03,5,"5",1699,2
"AQU",2019-11-03,5,"8",1700,3
"AQU",2019-11-03,5,"10",1701,4
"AQU",2019-11-03,5,"9",1702,5
"AQU",2019-11-03,5,"2",1703,6
"AQU",2019-11-03,5,"7",1479,7
"AQU",2019-11-03,5,"4",1704,8
"AQU",2019-11-03,5,"3",1705,9
"AQU",2019-11-03,5,"1",1706,10
"AQU",2019-11-03,6,"8",1707,1
"AQU",2019-11-03,6,"5",1421,2
"AQU",2019-11-03,6,"9",1708,3
"AQU",2019-11-03,6,"1",1495,4
"AQU",2019-11-03,6,"6",1709,5
"AQU",2019-11-03,6,"3",1498,6
"AQU",2019-11-03,6,"4",857,7
"AQU",2019-11-03,6,"2",1710,8
"AQU",2019-11-03,6,"10",1518,9
"AQU",2019-11-03,6,"7",1711,10
"AQU",2019-11-03,7,"5",22,1
"AQU",2019-11-03,7,"7",586,2
"AQU",2019-11-03,7,"3",1712,3
"AQU",2019-11-03,7,"1",359,4
"AQU",2019-11-03,7,"4",1713,5
"AQU",2019-11-03,7,"8",1714,6
"AQU",2019-11-03,7,"6",789,7
"AQU",2019-11-03,7,"2",1715,8
"AQU",2019-11-03,8,"5",1716,1
"AQU",2019-11-03,8,"1",1717,2
"AQU",2019-11-03,8,"8",1718,3
"AQU",2019-11-03,8,"4",1719,4
"AQU",2019-11-03,8,"2",1720,5
"AQU",2019-11-03,8,"9",1721,6
"AQU",2019-11-03,8,"3",1722,7
"AQU",2019-11-03,8,"7",1359,8
"AQU",2019-11-03,8,"12",1723,9
"AQU",2019-11-03,8,"6",1724,10
"AQU",2019-11-03,8,"10",1398,11
"AQU",2019-11-03,8,"11",1725,12
"AQU",2019-11-03,9,"5",1726,1
"AQU",2019-11-03,9,"8",1727,2
"AQU",2019-11-03,9,"7",1728,3
"AQU",2019-11-03,9,"9",1729,4
"AQU",2019-11-03,9,"10",1730,5
"AQU",2019-11-03,9,"3",1731,6
"AQU",2019-11-03,9,"1",1732,7
"AQU",2019-11-03,9,"2",1733,8
"AQU",2019-11-03,9,"6",1526,9
"AQU",2019-11-03,10,"2",1734,1
"AQU",2019-11-03,10,"5",1735,2
"AQU",2019-11-03,10,"7",1379,3
"AQU",2019-11-03,10,"9",1736,4
"AQU",2019-11-03,10,"8",1459,5
"AQU",2019-11-03,10,"1",1737,6
"AQU",2019-11-03,10,"4",1059,7
"AQU",2019-11-03,10,"3",1381,8
"AQU",2019-11-03,10,"10",1738,9
"AQU",2019-11-03,10,"6",1239,10
"AQU",2019-11-07,1,"4",946,1
"AQU",2019-11-07,1,"3",581,2
"AQU",2019-11-07,1,"6",45,3
"AQU",2019-11-07,1,"1",335,4
"AQU",2019-11-07,1,"5",516,5
"AQU",2019-11-07,1,"2",205,6
"AQU",2019-11-07,2,"1",1739,1
"AQU",2019-11-07,2,"5",1740,2
"AQU",2019-11-07,2,"8",283,3
"AQU",2019-11-07,2,"6",110,4
"AQU",2019-11-07,2,"7",1741,5
"AQU",2019-11-07,2,"4",605,6
"AQU",2019-11-07,2,"3",1742,7
"AQU",2019-11-07,2,"2",108,8
"AQU",2019-11-07,3,"5",1743,1
"AQU",2019-11-07,3,"7",1744,2
"AQU",2019-11-07,3,"3",1745,3
"AQU",2019-11-07,3,"2",1287,4
"AQU",2019-11-07,3,"6",1746,5
"AQU",2019-11-07,3,"11",1747,6
"AQU",2019-11-07,3,"1",1748,7
"AQU",2019-11-07,3,"9",1749,8
"AQU",2019-11-07,3,"4",1750,9
"AQU",2019-11-07,3,"10",1510,10
"AQU",2019-11-07,4,"5",1751,1
"AQU",2019-11-07,4,"6",1752,2
"AQU",2019-11-07,4,"7",1753,3
"AQU",2019-11-07,4,"1",1754,4
"AQU",2019-11-07,4,"4",1755,5
"AQU",2019-11-07,4,"2",1756,6
"AQU",2019-11-07,4,"3",1757,7
"AQU",2019-11-07,5,"2",1758,1
"AQU",2019-11-07,5,"1",1507,2
"AQU",2019-11-07,5,"3",1759,3
"AQU",2019-11-07,5,"8",1760,4
"AQU",2019-11-07,5,"5",913,5
"AQU",2019-11-07,5,"11",601,6
"AQU",2019-11-07,5,"10",1761,7
"AQU",2019-11-07,5,"7",1762,8
"AQU",2019-11-07,5,"9",1090,9
"AQU",2019-11-07,5,"12",1763,10
"AQU",2019-11-07,6,"1",1764,1
"AQU",2019-11-07,6,"11",1765,2
"AQU",2019-11-07,6,"6",1766,3
"AQU",2019-11-07,6,"2",64,4
"AQU",2019-11-07,6,"8",1767,5
"AQU",2019-11-07,6,"9",1768,6
"AQU",2019-11-07,6,"4",1769,7
"AQU",2019-11-07,7,"4",749,1
"AQU",2019-11-07,7,"1",1201,2
"AQU",2019-11-07,7,"5",320,3
"AQU",2019-11-07,7,"6",1770,4
"AQU",2019-11-07,7,"7",279,5
"AQU",2019-11-07,7,"8",1771,6
"AQU",2019-11-07,7,"2",595,7
"AQU",2019-11-07,7,"3",1537,8
"AQU",2019-11-07,8,"9",1772,1
"AQU",2019-11-07,8,"1",1773,2
"AQU",2019-11-07,8,"5",1774,3
"AQU",2019-11-07,8,"2",1775,4
"AQU",2019-11-07,8,"3",1776,5
"AQU",2019-11-07,8,"12",1777,6
"AQU",2019-11-07,8,"10",1778,7
"AQU",2019-11-07,8,"6",1779,8
"AQU",2019-11-07,8,"11",1227,9
"AQU",2019-11-07,9,"8",1780,1
"AQU",2019-11-07,9,"5",1781,2
"AQU",2019-11-07,9,"9",1782,3
"AQU",2019-11-07,9,"2",1783,4
"AQU",2019-11-07,9,"3",1784,5
"AQU",2019-11-07,9,"7",1785,6
"AQU",2019-11-07,9,"1",1786,7
"AQU",2019-11-07,9,"10",1787,8
"AQU",2019-11-07,9,"6",1788,9
"AQU",2019-11-07,9,"4",1789,10
"AQU",2019-11-07,9,"13",1790,11
"AQU",2019-11-08,1,"3",1791,1
"AQU",2019-11-08,1,"1",1792,2
"AQU",2019-11-08,1,"4",1793,3
"AQU",2019-11-08,1,"2",1794,4
"AQU",2019-11-08,1,"5",1795,5
"AQU",2019-11-08,2,"5",1796,1
"AQU",2019-11-08,2,"4",562,2
"AQU",2019-11-08,2,"3",182,3
"AQU",2019-11-08,2,"9",222,4
"AQU",2019-11-08,2,"1",297,5
"AQU",2019-11-08,2,"2",1797,6
"AQU",2019-11-08,2,"8",414,7
"AQU",2019-11-08,2,"6",1173,8
"AQU",2019-11-08,2,"7",265,9
"AQU",2019-11-08,3,"5",1798,1
"AQU",2019-11-08,3,"8",1799,2
"AQU",2019-11-08,3,"9",1800,3
"AQU",2019-11-08,3,"6",1801,4
"AQU",2019-11-08,3,"3",1802,5
"AQU",2019-11-08,3,"2",1803,6
"AQU",2019-11-08,3,"7",1481,7
"AQU",2019-11-08,3,"1",1804,8
"AQU",2019-11-08,3,"4",1805,9
"AQU",2019-11-08,4,"5",1806,1
"AQU",2019-11-08,4,"2",428,2
"AQU",2019-11-08,4,"6",863,3
"AQU",2019-11-08,4,"7",1807,4
"AQU",2019-11-08,4,"4",299,5
"AQU",2019-11-08,4,"3",219,6
"AQU",2019-11-08,5,"1",1808,1
"AQU",2019-11-08,5,"12",1809,2
"AQU",2019-11-08,5,"6",1810,3
"AQU",2019-11-08,5,"2",1811,4
"AQU",2019-11-08,5,"10",1812,5
"AQU",2019-11-08,5,"4",1813,6
"AQU",2019-11-08,5,"8",1814,7
"AQU",2019-11-08,5,"7",1815,8
"AQU",2019-11-08,5,"5",1816,9
"AQU",2019-11-08,5,"9",1817,10
"AQU",2019-11-08,6,"4",686,1
"AQU",2019-11-08,6,"8",1818,2
"AQU",2019-11-08,6,"7",1135,3
"AQU",2019-11-08,6,"3",1819,4
"AQU",2019-11-08,6,"6",1820,5
"AQU",2019-11-08,6,"5",55,6
"AQU",2019-11-08,6,"2",1821,7
"AQU",2019-11-08,6,"1",1063,8
"AQU",2019-11-08,7,"6",1230,1
"AQU",2019-11-08,7,"8",105,2
"AQU",2019-11-08,7,"10",395,3
"AQU",2019-11-08,7,"5",1822,4
"AQU",2019-11-08,7,"7",192,5
"AQU",2019-11-08,7,"2",641,6
"AQU",2019-11-08,7,"9",986,7
"AQU",2019-11-08,7,"4",1823,8
"AQU",2019-11-08,7,"3",1289,9
"AQU",2019-11-08,7,"1",526,10
"AQU",2019-11-08,8,"11",1058,1
"AQU",2019-11-08,8,"1A",1824,2
"AQU",2019-11-08,8,"4",69,3
"AQU",2019-11-08,8,"1",1825,4
"AQU",2019-11-08,8,"5",1826,5
"AQU",2019-11-08,8,"10",1827,6
"AQU",2019-11-08,8,"6",1828,7
"AQU",2019-11-08,8,"3",1829,8
"AQU",2019-11-08,8,"13",1830,9
"AQU",2019-11-08,8,"14",1831,10
"AQU",2019-11-08,8,"12",1832,11
"AQU",2019-11-08,9,"9",1833,1
"AQU",2019-11-08,9,"4",1834,2
"AQU",2019-11-08,9,"3",1835,3
"AQU",2019-11-08,9,"2",1836,4
"AQU",2019-11-08,9,"5",1837,5
"AQU",2019-11-08,9,"6",1838,6
"AQU",2019-11-08,9,"7",1839,7
"AQU",2019-11-08,9,"10",1840,8
"AQU",2019-11-08,9,"1",1841,9
"AQU",2019-11-08,9,"8",1842,10
"AQU",2019-11-08,9,"11",1843,11
"AQU",2019-11-09,1,"4",227,1
"AQU",2019-11-09,1,"5",1844,2
"AQU",2019-11-09,1,"3",725,3
"AQU",2019-11-09,1,"1",273,4
"AQU",2019-11-09,1,"2",927,5
"AQU",2019-11-09,2,"7",1845,1
"AQU",2019-11-09,2,"1",1846,2
"AQU",2019-11-09,2,"9",1847,3
"AQU",2019-11-09,2,"6",1848,4
"AQU",2019-11-09,2,"2",1849,5
"AQU",2019-11-09,2,"5",1850,6
"AQU",2019-11-09,2,"4",1851,7
"AQU",2019-11-09,2,"3",1852,8
"AQU",2019-11-09,2,"10",1853,9
"AQU",2019-11-09,2,"12",1854,10
"AQU",2019-11-09,2,"11",1855,11
"AQU",2019-11-09,3,"1",1856,1
"AQU",2019-11-09,3,"11",532,2
"AQU",2019-11-09,3,"12",1857,3
"AQU",2019-11-09,3,"2",1858,4
"AQU",2019-11-09,3,"6",1288,5
"AQU",2019-11-09,3,"10",1859,6
"AQU",2019-11-09,3,"4",858,7
"AQU",2019-11-09,3,"7",854,8
"AQU",2019-11-09,3,"8",916,9
"AQU",2019-11-09,3,"9",202,10
"AQU",2019-11-09,3,"5",1860,11
"AQU",2019-11-09,4,"9",990,1
"AQU",2019-11-09,4,"1A",1861,2
"AQU",2019-11-09,4,"4",1206,3
"AQU",2019-11-09,4,"5",1030,4
"AQU",2019-11-09,4,"1",1862,5
"AQU",2019-11-09,4,"2",238,6
"AQU",2019-11-09,4,"7",878,7
"AQU",2019-11-09,4,"6",1863,8
"AQU",2019-11-09,4,"8",1864,9
"AQU",2019-11-09,5,"6",1865,1
"AQU",2019-11-09,5,"4",1866,2
"AQU",2019-11-09,5,"5",1867,3
"AQU",2019-11-09,5,"1",1868,4
"AQU",2019-11-09,5,"7",1869,5
"AQU",2019-11-09,5,"10",1870,6
"AQU",2019-11-09,5,"8",1871,7
"AQU",2019-11-09,5,"3",1872,8
"AQU",2019-11-09,5,"9",1873,9
"AQU",2019-11-09,5,"11",1874,10
"AQU",2019-11-09,5,"12",1875,11
"AQU",2019-11-09,6,"3",1876,1
"AQU",2019-11-09,6,"8",1155,2
"AQU",2019-11-09,6,"5",1877,3
"AQU",2019-11-09,6,"6",1878,4
"AQU",2019-11-09,6,"4",1879,5
"AQU",2019-11-09,6,"10",1407,6
"AQU",2019-11-09,6,"7",1406,7
"AQU",2019-11-09,6,"12",1880,8
"AQU",2019-11-09,6,"2",1881,9
"AQU",2019-11-09,6,"11",1882,10
"AQU",2019-11-09,6,"9",1883,11
"AQU",2019-11-09,6,"1A",1714,12
"AQU",2019-11-09,7,"6",1884,1
"AQU",2019-11-09,7,"1",1885,2
"AQU",2019-11-09,7,"5",1886,3
"AQU",2019-11-09,7,"2",1887,4
"AQU",2019-11-09,7,"7",1888,5
"AQU",2019-11-09,7,"4",626,6
"AQU",2019-11-09,7,"3",1471,7
"AQU",2019-11-09,8,"5",1138,1
"AQU",2019-11-09,8,"8",1889,2
"AQU",2019-11-09,8,"1",1890,3
"AQU",2019-11-09,8,"4",1891,4
"AQU",2019-11-09,8,"3",1892,5
